,timestep,reward
0,2024.0,-1.3413698140893415
1,3048.0,-1.1956324038559818
2,4072.0,-2.4902754072035544
3,5096.0,-1.6071291346125631
4,6120.0,-0.14888882284419946
5,7144.0,-1.5728904661433674
6,8168.0,-2.899623654039202
7,9192.0,-1.4306766650324656
8,10216.0,-1.4914655572055098
9,11240.0,-0.22250403757333284
10,12264.0,-1.6743109531990292
11,13288.0,-0.9783244086595835
12,14312.0,-1.6442986692976305
13,15336.0,-0.3243423812821182
14,16360.0,-0.45946765888397656
15,17384.0,-1.02761841640957
16,18408.0,-2.1241365316827183
17,19432.0,-1.1635342890034754
18,20456.0,-0.40197807626021703
19,21480.0,0.23220317732132997
20,22504.0,-1.0392791094873293
21,23528.0,-1.2301693234395559
22,24552.0,-0.9449284603082031
23,25576.0,-0.9550920389738948
24,26600.0,-1.5696869045332709
25,27624.0,-0.809796624057751
26,28648.0,-0.5247601369493748
27,29672.0,-2.27144278565502
28,30696.0,-1.382508694727753
29,31720.0,-2.275561288335282
30,32744.0,-1.7054459269887308
31,33768.0,-1.41663246181378
32,34792.0,-1.4982021496135904
33,35816.0,-0.9243696079196779
34,36840.0,-0.8603225781199947
35,37864.0,-0.5411849235160324
36,38888.0,-2.474858299490236
37,39912.0,-1.1175678734365442
38,40936.0,-1.2123062695988172
39,41960.0,-1.9142854353144463
40,42984.0,-1.6887045262427502
41,44008.0,-2.036920476455746
42,45032.0,-2.062983109964414
43,46056.0,-1.9104119602996097
44,47080.0,-0.9510957320761336
45,48104.0,-1.0552582092337082
46,49128.0,-1.6193788214191671
47,50152.0,-2.9323024459853237
48,51176.0,-0.9043331923567053
49,52200.0,-2.9918179915007936
50,53224.0,-2.098604554786729
51,54248.0,-1.6404315106144747
52,55272.0,-1.9687380648831974
53,56296.0,-2.5887847212587163
54,57320.0,-1.5588176925803479
55,58344.0,-0.6339817445418758
56,59368.0,-2.086593182270419
57,60392.0,-0.6322524188103155
58,61416.0,-1.9165857210424295
59,62440.0,-1.9920527765703195
60,63464.0,-1.1059968191033258
61,64488.0,-2.0654042894706603
62,65512.0,-1.2767878517192992
63,66536.0,-1.6580033795296685
64,67560.0,-2.0881479563029215
65,68584.0,-1.8873207674551797
66,69608.0,-2.231331265839413
67,70632.0,-0.7626938964083791
68,71656.0,-1.2363501652642155
69,72680.0,-1.0444167054199247
70,73704.0,-1.2474562035536325
71,74728.0,-1.651304614975238
72,75752.0,-1.321570699567168
73,76776.0,-2.2170286476911443
74,77800.0,-0.9519119257368672
75,78824.0,-0.3081652559668405
76,79848.0,-2.011180600777809
77,80872.0,-1.9847766974913588
78,81896.0,-0.6752280281201852
79,82920.0,-2.3921420742930457
80,83944.0,-0.7930620071186768
81,84968.0,-0.7890961571056144
82,85992.0,-0.5638309608639147
83,87016.0,-1.5013161945610454
84,88040.0,-1.0760282675218233
85,89064.0,-1.10426555556867
86,90088.0,-3.0659501512733938
87,91112.0,-0.8447617303823927
88,92136.0,-0.8173372611124797
89,93160.0,-0.6129687325838371
90,94184.0,-1.8648909681858932
91,95208.0,-2.288821121180689
92,96232.0,0.11202954647430045
93,97256.0,-0.9814409941685733
94,98280.0,-2.304470528507644
95,99304.0,-0.5504288512538072
96,100328.0,-2.06994966240989
97,101352.0,-0.9459241129457672
98,102376.0,-0.6599325585974378
99,103400.0,-2.448855608659998
100,104424.0,-0.9350425274045974
101,105448.0,-0.20154780640730954
102,106472.0,-2.2814261244180964
103,107496.0,-1.8558353666224447
104,108520.0,-0.3652887865341805
105,109544.0,-1.7045715630094878
106,110568.0,-1.4399395800394708
107,111592.0,-1.0228340112913512
108,112616.0,-1.0090108893618777
109,113640.0,-0.19703326448473837
110,114664.0,-2.3743595556817056
111,115688.0,-0.5265609617544308
112,116712.0,-0.25313518442138083
113,117736.0,-1.402857160133281
114,118760.0,-0.389661655025231
115,119784.0,-0.48080493227804966
116,120808.0,-0.8320721311070745
117,121832.0,-1.7216311686278543
118,122856.0,-0.823917870433006
119,123880.0,-1.2903026341188224
120,124904.0,-2.342207476223624
121,125928.0,-1.393330169090714
122,126952.0,-1.2294058576474474
123,127976.0,-0.7427058387429002
124,129000.0,-1.0311844609869358
125,130024.0,-1.5992913344137452
126,131048.0,-1.4673752143004108
127,132072.0,-1.6139001947394116
128,133096.0,-1.513441591925162
129,134120.0,-1.5340007345677258
130,135144.0,-0.9181594528159784
131,136168.0,-1.4301496814727193
132,137192.0,-2.163983795057986
133,138216.0,-0.5043753067867067
134,139240.0,-1.5217176680273377
135,140264.0,-1.922146926277454
136,141288.0,-2.6475203260678586
137,142312.0,-2.0409757705272966
138,143336.0,-0.28056835290727244
139,144360.0,-0.037417829396668406
140,145384.0,-2.3841000669372265
141,146408.0,-1.2512637137103197
142,147432.0,-1.4812132550510135
143,148456.0,-3.002610147641252
144,149480.0,-1.7127604944723651
145,150504.0,-1.6103305140597375
146,151528.0,-2.5499822746879657
147,152552.0,-2.210333984939017
148,153576.0,-2.645488737629914
149,154600.0,-1.932019432843681
150,155624.0,-2.9420217504096087
151,156648.0,-1.5199020822122409
152,157672.0,-2.640508653699278
153,158696.0,-1.6492480957093962
154,159720.0,-1.6213790826495065
155,160744.0,-2.0564034157427997
156,161768.0,-2.5458920362409527
157,162792.0,-1.7955362967695458
158,163816.0,-3.6000620386985767
159,164840.0,-1.9069446851755263
160,165864.0,-2.802999990985796
161,166888.0,-1.8037279597775984
162,167912.0,-1.6256405195531807
163,168936.0,-2.1827418458041032
164,169960.0,-3.1600465944941423
165,170984.0,-1.6323269530953595
166,172008.0,-2.9400403650129894
167,173032.0,-1.6358471700353447
168,174056.0,-2.731358962548954
169,175080.0,-2.9202137567087556
170,176104.0,-1.507956496107472
171,177128.0,-2.1963049358631843
172,178152.0,-2.325064319635668
173,179176.0,-2.4812714533890867
174,180200.0,-1.6566750434039026
175,181224.0,-1.912299929801361
176,182248.0,-0.19671260284148484
177,183272.0,-1.3273240086181888
178,184296.0,-2.3228895376388414
179,185320.0,-2.2023434886709388
180,186344.0,-2.697929113655636
181,187368.0,-2.6613565380315296
182,188392.0,-1.57660159941778
183,189416.0,-1.083248806180684
184,190440.0,-1.4449507070773329
185,191464.0,-3.1255664635705287
186,192488.0,-1.170126591384754
187,193512.0,-0.9605423501097575
188,194536.0,-0.9489254404541794
189,195560.0,-0.8280669247402804
190,196584.0,-0.7038266900211954
191,197608.0,-1.0254860479604595
192,198632.0,-2.3305328300919452
193,199656.0,-0.9690387191371035
194,200680.0,-1.4659264540840888
195,201704.0,-0.7642940305184788
196,202728.0,-0.3610855788180474
197,203752.0,-1.5022056656537002
198,204776.0,-2.568908223189831
199,205800.0,-0.6195471995952272
200,206824.0,-1.1874921453088136
201,207848.0,-1.7781334506772823
202,208872.0,-1.3938325068902246
203,209896.0,-0.3754574174061595
204,210920.0,-0.9044246678006964
