,timestep,reward
0,1512.0,-0.710791416676997
1,2024.0,0.24500893682016148
2,2536.0,-0.4309340606228026
3,3048.0,-2.953308004022242
4,3560.0,-1.3607687772676522
5,4072.0,-2.1927487135711883
6,4584.0,-1.095320535248098
7,5096.0,-0.44074737095867994
8,5608.0,-1.0019873364181406
9,6120.0,-1.9278288287860326
10,6632.0,0.3382623590383329
11,7144.0,-1.1597541264225935
12,7656.0,-1.4470323865883417
13,8168.0,-0.43097802473670865
14,8680.0,-1.6357920253080187
15,9192.0,-0.39564172648017837
16,9704.0,-1.3888475515942358
17,10216.0,-2.039561462042194
18,10728.0,-0.990670845642321
19,11240.0,-2.4868851528037537
20,11752.0,-1.3693700769213155
21,12264.0,-0.8982217827861184
22,12776.0,-1.4011813237006563
23,13288.0,-1.8697660208272695
24,13800.0,-1.1016309401951467
25,14312.0,-0.5198555992900268
26,14824.0,-1.6886512338068431
27,15336.0,-0.7599704394564135
28,15848.0,-1.2585017286011109
29,16360.0,-1.3223204639398496
30,16872.0,-0.461617179278475
31,17384.0,-2.1529221867185004
32,17896.0,-0.544301575493466
33,18408.0,-0.1482456636231453
34,18920.0,-0.6510677850517079
35,19432.0,2.6401324344387147
36,19944.0,-0.998923272491295
37,20456.0,-0.8255690519610226
38,20968.0,-0.8990270051597252
39,21480.0,-1.8224653173966465
40,21992.0,-1.2091669623564925
41,22504.0,1.1935915581565757
42,23016.0,-1.7269156760378381
43,23528.0,-1.0103304280639112
44,24040.0,-0.9122972437327248
45,24552.0,-2.4589814320724623
46,25064.0,-1.584196162788598
47,25576.0,-2.204658092947175
48,26088.0,-1.8840262864252262
49,26600.0,-2.112694967011513
50,27112.0,-1.6340482265419654
51,27624.0,-1.2190449839180364
52,28136.0,-1.8229481475162335
53,28648.0,-2.379555188538001
54,29160.0,-2.1333256649757564
55,29672.0,-1.8559357769864633
56,30184.0,-1.1954568819594578
57,30696.0,-2.0698783594866317
58,31208.0,-1.507117757094657
59,31720.0,-2.1153432830724084
60,32232.0,-2.526443247200316
61,32744.0,-1.4581511153813649
62,33256.0,-3.0372847587540934
63,33768.0,-3.4436474228715106
64,34280.0,0.23819440756476412
65,34792.0,-2.784372326361178
66,35304.0,-1.8256394596091994
67,35816.0,-2.0667514194166934
68,36328.0,-1.5292560591152884
69,36840.0,-2.3266484412841124
70,37352.0,-2.1636695257090053
71,37864.0,-2.3636621418602264
72,38376.0,-2.0202312076800952
