,bthigh,bshin,bfoot,fthigh,fshin,ffoot
0,0.05075766944033488,0.0177895049967193,0.01958858067350086,0.07153131548709053,0.012071763508142729,-0.04599373272848731
1,-0.05247056135201933,0.028851084444615364,0.012693378945237676,-0.04148352949755571,0.17944761191861802,0.07387788955413872
2,-0.07348728348043569,0.083305521167714,-0.11140483911952269,-0.07769029484446893,0.07336646891722187,0.15114597312228972
3,-0.026153226456596946,0.0672924139530431,-0.15858076613953306,-0.08763887191815414,-0.02368729118028957,0.13249902110980305
4,0.04067954498230406,-0.006508081341720307,-0.10599111401120959,0.06462892282590216,-0.10368678798896272,-0.11568213160499398
5,0.11979019662061233,-0.027602617924804382,0.058656923159996405,0.3133798993282795,-0.019601795953009735,-0.43853616336773843
6,0.07408916241584274,0.05703667681257561,0.1372673434845168,0.24071504271605404,0.26236033245144313,-0.5009500270213452
7,-0.07302930416174175,0.12277528720891412,0.008075647731980315,0.040761016752048,0.3168714323203459,-0.07034696811781314
8,-0.1715492098742408,-0.08192707310021666,-0.10644596997070023,-0.18604661084777507,0.09240905319248095,0.39588451982766476
9,-0.20788504567534796,-0.14875377031537032,-0.17738348730529968,-0.3139570370166817,-0.09004089919320582,0.42806011030191105
10,-0.06701628560584047,-0.044610343682725276,-0.3388481867529135,-0.060410810107310406,-0.12849813198347437,0.013407067055098115
11,0.17950153907860128,-0.026614911631151202,-0.23783652189573204,0.28962942471024833,0.18783279317054294,-0.4638631597998198
12,0.003934650035534656,0.055800210033545225,0.26308976658618316,0.12443452530706772,0.671944083800142,-0.3026358278186571
13,-0.28586301947399123,0.07832700513903926,0.025579282597050723,0.09299276957577918,0.4199345065410461,0.0849517922954226
14,-0.27831687173292097,-0.19292773175553407,-0.07201205568605917,-0.058616382027475475,0.13915584022077987,0.5594156230000413
15,-0.2124111148384822,-0.1521887926283753,-0.22339745025951951,-0.25043924869813117,0.04567911226955129,0.3972419400770251
16,0.03345915711371925,0.013167687618541785,-0.3704331650957684,-0.04646582385360663,-0.012047617551972856,-0.07595321844334434
17,0.30071618990710197,0.05481445827437519,-0.2413680804779447,0.3308685433340789,0.16253345259079532,-0.5334290850066454
18,0.16020912673932697,0.0653882928758969,0.18879767232157074,0.14741741111804887,0.637653454865897,-0.1989144185678967
19,-0.2048041257665461,-0.016680736564904663,4.67315647550981e-06,-0.07407911509015605,0.6858516964641517,0.32813146617776306
20,-0.41279415160146615,-0.26946252075853594,-0.18435560140120105,-0.10538528056821275,0.3064211720080894,0.5186633403219214
21,-0.24498453739960685,-0.1040801524473249,-0.1646345976252534,0.10587423080171227,-0.11585921646953015,0.09807305858662942
22,0.35633160048937984,-0.32446179748786524,-0.3044174976444663,0.49132997627846775,-0.202414648970035,-0.4042924761890456
23,0.5218606638933391,-0.2523734972101433,0.22603406614205318,0.509714865578704,0.35782346102213547,-0.4989037690582522
24,-0.05819616247051572,0.20952253712757618,-0.014686183585573165,0.012318203801644403,0.9133842670790343,0.04304114119129235
25,-0.3571962757098869,0.01576430065084028,-0.22962518852686883,-0.022531121174922508,0.47300414535866553,0.5753217371414618
26,-0.1300466731609798,0.043327185302630224,-0.09799700067611009,0.1866492150232227,-0.181823009018745,0.145092176280173
27,0.549150670908742,-0.24374364173882831,0.1309308885897029,0.46327613506355647,-0.3674438856910397,-0.4551370105407038
28,0.8084117426650835,-0.40681036515164987,0.41335168514939763,0.5760429754564227,0.14159262244685772,-0.46314484612390255
29,-0.06573914314908216,0.2479355064656517,0.057090628729473514,-0.08163118345217213,0.88093678280072,0.10164471851416529
30,-0.3313501308571996,0.12862447967003127,-0.3873841731461914,-0.26222717871601453,0.5003368327566053,0.5720194233672579
31,0.04467058188888905,-0.01779794392782257,-0.018265186659362873,0.081571460392146,-0.10295922065424541,0.14231027514061068
32,0.5593429143186893,-0.27723060697915597,-0.09025743468164572,0.5484600146007926,-0.1717827400930737,-0.5632688878530716
33,0.5837153439705304,-0.32776566065199925,0.3884784047072555,0.7206537015401062,0.025085418039447728,-0.5316381185905875
34,-0.15266562020267607,0.295653289522178,0.04272494752435416,0.3651722420730207,0.5648321617617851,-0.13891333819330812
35,-0.4735006696415481,0.09025509740351711,-0.2971933159394094,0.07179352373020767,0.5188717233325387,0.5538549418700074
36,-0.22402789465764494,-0.02122949490643107,-0.2547510047585145,-0.03169624597979161,0.025396244247458635,0.25970117241742374
37,0.3088643793100925,-0.0631572530119484,-0.3326508590909448,0.058694411099819765,-0.2581719665303097,-0.31633329862862336
38,0.5848558622712092,-0.061228175919908284,0.2520656782185525,0.31513840509347424,0.000697661395602206,-0.5198162964028319
39,-0.07740662076698598,0.351549304787651,0.023490171372318375,-0.16351993224737377,0.6833790310295137,0.08265015332650005
40,-0.305249370558073,0.0645782103248431,-0.27921122903396256,-0.28152048245134037,0.4625442452253372,0.5434315089630259
41,-0.0046317458488317476,0.03698508301815137,-0.0070370066033144385,0.08173652004907181,-0.16483466982451084,0.11115775466278183
42,0.5574671467440854,-0.18321476837562906,-0.05101005524431246,0.4923047042989447,-0.3774435309732609,-0.47818397100595955
43,0.6360340641454132,-0.23129706830549196,0.3661078901049171,0.5153994243692565,0.1733749521628861,-0.4911008421558212
44,-0.18222903436131785,0.25556561090886076,0.00044135305135153957,-0.1801273789540979,0.8835283458847478,0.19448476693385858
45,-0.33282840063959207,-0.039179916633095585,-0.3889654042698095,-0.23135956524895868,0.7426308521166071,0.5659555705880398
46,-0.034053595805217406,-0.12415384912855315,-0.096238121943875,0.21942481929153315,0.1385976045155703,0.08564855422576338
47,0.38376746507391746,-0.21394794697203756,-0.01741903859470531,0.6425956595320854,-0.30456397218861064,-0.48142938956514425
48,0.6582073503061686,-0.3770562654787944,0.35205168627383204,0.6671094038376482,0.030822286321874504,-0.4903494310757776
