,bthigh,bshin,bfoot,fthigh,fshin,ffoot
0,0.010493210400198976,0.0008707491729164542,0.0013535879844749268,0.02888457809523496,0.017826489183442335,0.037364482848753405
1,-0.009357836892839708,0.0019050158984632096,0.02729104604122203,0.06024781072671064,0.008427361650590433,0.01706997870600788
2,-0.01725932149318961,0.009791815685063378,0.0047763438670978715,0.09328305386802886,0.002204903505612608,0.028911591294626796
3,-0.05764998740556926,0.10015672391066703,-0.13572742683190983,0.07815392481915706,-0.07975367690806964,0.023624395418279293
4,-0.08360686292624314,0.05963818943061418,-0.13151889556530943,0.06715370323559476,-0.1499630847816619,9.015297865282417e-05
5,-0.06832062989308665,0.0025791419724865636,-0.0786503875579859,0.0423271748980443,-0.12467507517795877,-0.046735379828254445
6,0.005697816053841877,-0.0594269423029307,-0.041293680397334935,0.055369948092879935,-0.0826449014353953,-0.09718490492093913
7,0.06011295425106274,-0.0803551470008792,-0.00995945600264632,0.0794736555989624,-0.07879612558804865,-0.08339988883361124
8,0.02412424259817076,-0.003922044062136809,0.005227285537989255,0.07974297804685627,-0.0918474709355637,-0.02372578698492813
9,-0.04294808161015723,0.0848177195642346,0.0003100183876710975,0.008531200323949419,-0.034249259316531215,0.014679767027312988
10,-0.03894675291002406,0.1118473844164251,-0.05165828944610865,0.012683157253012127,-0.002982944273512273,-0.028732327420274192
11,0.0032511296834574375,0.04242179777673634,-0.06066506867893584,0.020195217134250106,-0.026187793056855976,-0.09179592551637847
12,0.028656201296946633,-0.018537590153890733,-0.03952786022888356,0.06791875747375209,-0.11144870071817287,-0.0794833966479088
13,-0.009812309217792513,0.02023282667119823,-0.03755088602023344,0.08745984852562874,-0.1691657953001845,-0.03164431221163183
14,-0.06166875220773194,0.06690406169741016,-0.016523508955127286,-0.001544394072743753,-0.09082362556883161,-0.01586096503518488
15,-0.026138638741172147,0.07970243005165083,-0.06956018903352668,0.04380875271381063,-0.025809644459012793,-0.09324821986040577
16,0.03599783811131141,0.010359066946564743,-0.054987675976038486,0.0642854103604124,-0.013780041242277382,-0.13502969915268798
17,0.04959510583311942,-0.03311317926018565,-0.011626245636513339,0.09372026569324642,-0.10045621471117003,-0.05144322526513419
18,-0.03275150225208684,0.04016923269996245,-0.018099120982180944,0.0778185978347948,-0.13427341098882128,0.04011332194903252
19,-0.10739986618300473,0.09655419544721126,-0.03594503064623822,-0.014608189041437698,-0.03259754899840109,0.046174962462865454
20,-0.05082444022212674,0.07971382696967182,-0.08668170163253035,0.034765542199897796,0.031106294227001303,-0.07338326641959445
21,0.04796347484989255,-0.02427756861796759,-0.05332202222410873,0.09702738318895349,0.01580329253669695,-0.14212327234549574
22,0.08071250044114521,-0.06466095399648866,-0.005099062981563632,0.16966328741521955,-0.11737649982356962,-0.04807510476555409
23,-0.042889834554243084,0.044500953405167104,-0.039275102881631344,0.14623470386662923,-0.15022246235807551,0.07079655243544275
24,-0.16564517710691506,0.12159548804502171,-0.0752292152977217,0.017557495426582102,0.012552244308970742,0.08665959373114546
25,-0.08763360311618512,0.10267362866062939,-0.1340736585226782,0.10202659772429865,0.10717458650673355,-0.06338924943015968
26,0.05718561985757968,-0.05856844879992319,-0.07514758399750043,0.19169170481163725,0.08407056594733144,-0.12906647855152417
27,0.0977368877771707,-0.10678453368432786,0.003955890693304842,0.2978414004497895,-0.0844895400869865,0.06495790186784292
28,-0.08966061062235389,0.04245134923967307,-0.0862842076746273,0.2800976852648481,-0.14345798365490542,0.23656823012773365
29,-0.28575181532541677,0.08926566490338021,-0.13173749465365517,0.08732006449825833,0.13535786029550637,0.2582453423718871
30,-0.17006954381245698,0.09428101859528701,-0.2383380062908137,0.2529047421515346,0.2108246080632557,-0.052904589928725584
31,0.07371777430979026,-0.11857943417531389,-0.15769987416489847,0.37518932211885964,0.1696385120668853,-0.2528170608012827
32,0.22166452283172833,-0.23678653912691913,0.05197903767284114,0.4616625767265535,0.010121614430865532,0.034524069624566694
33,-0.012090485451298899,0.04050613716354245,-0.07892567627548194,0.41243140984946763,-0.002666328958726925,0.4238175392980529
34,-0.45857256554392517,0.20331376120631292,-0.22847511550077249,-0.0912439700197388,0.421904861277843,0.4886894918751752
35,-0.2968846079232411,0.16862931292059632,-0.15569831908541157,0.22338371137546864,0.3854144683475629,0.18158702523574016
36,0.25520147689074013,-0.18490669048106753,-0.013943993706641407,0.6738756560040758,0.24041153986542466,-0.18629814368207903
37,0.30302037407597127,-0.23289111085537167,0.05534160437416342,0.6753881014245277,0.03081176334397291,-0.041208351523743574
38,-0.11492121400921704,0.06670596417652583,-0.010132012959642753,0.1701571877481997,0.15714730043269118,0.2991910770055648
39,-0.456961562599998,0.342351789069657,-0.3090386819009534,0.04678060131402453,0.2928730604101644,0.2467813726174593
40,-0.2643711935561729,0.009307099771339658,-0.14434983969096582,0.046680106881762454,0.3270867881113236,-0.01334805260504484
