Wall time,Step,Value
1693487980.8491137,20480,76.720703125
1693488028.8620903,40960,114.52007293701172
1693488073.1019764,61440,149.6223907470703
1693488117.6103146,81920,199.61692810058594
1693488162.331182,102400,225.51612854003906
1693488207.6044257,122880,259.1551513671875
1693488253.0622845,143360,235.4301300048828
1693488298.6204286,163840,202.21304321289062
1693488344.2340615,184320,159.60670471191406
1693488389.9801393,204800,100.23637390136719
1693488436.3567016,225280,61.58951950073242
1693488482.6906712,245760,64.21327209472656
1693488529.3717837,266240,59.41127014160156
1693488575.914902,286720,59.20698928833008
1693488625.1112416,307200,77.26759338378906
1693488681.5291722,327680,96.19828033447266
1693488732.249547,348160,118.45621490478516
1693488781.1247258,368640,107.6916275024414
1693488834.7644885,389120,62.485435485839844
